payroll_id,employee_id,pay_period_end,hours_worked,overtime_hours,gross_pay,overtime_pay,bonus,benefits_deduction,taxes,net_pay,anomaly_flag,anomaly_type
P000730,E0061,2025-11-30,46.98,0.0,884.2,0.0,0,150,229.89,504.31,False,None
P000731,E0061,2025-12-15,46.98,0.0,884.14,0.0,0,150,229.88,504.26,False,None
P000732,E0061,2025-12-31,49.87,0.0,938.53,0.0,0,150,244.02,544.51,False,None
P000733,E0062,2025-07-15,76.76,0.0,4989.08,0.0,0,0,898.03,4091.04,False,None
P000734,E0062,2025-07-31,79.46,0.0,5164.96,0.0,0,0,929.69,4235.26,False,None
P000735,E0062,2025-08-15,84.33,4.33,5481.25,421.88,0,0,986.63,4916.5,False,None
P000736,E0062,2025-08-31,87.08,21.08,5660.07,2055.11,0,0,1018.81,5331.36,True,Unusual Overtime
P000737,E0062,2025-09-15,88.03,8.03,5721.67,782.51,0,0,1029.9,5474.28,False,None
P000738,E0062,2025-09-30,96.45,16.45,6269.56,1604.34,0,0,1128.52,6745.39,False,None
P000739,E0062,2025-10-15,84.55,4.55,5496.07,444.1,0,0,989.29,4950.88,False,None
P000740,E0062,2025-10-31,97.88,17.88,6361.93,1742.89,0,0,1145.15,6959.68,False,None
P000741,E0062,2025-11-15,73.79,0.0,4796.23,0.0,0,0,863.32,3932.91,False,None
P000742,E0062,2025-11-30,96.73,16.73,6287.47,1631.2,0,0,1131.74,6786.93,False,None
P000743,E0062,2025-12-15,76.96,0.0,5002.2,0.0,0,0,900.4,4101.81,False,None
P000744,E0062,2025-12-31,77.74,0.0,5053.35,0.0,250,0,909.6,4393.75,False,None
P000745,E0063,2025-07-15,79.04,0.0,1810.83,0.0,0,275,325.95,1209.88,False,None
P000746,E0063,2025-07-31,78.25,0.0,1792.73,0.0,0,275,322.69,1195.04,False,None
P000747,E0063,2025-08-15,80.69,0.69,1848.53,23.6,0,275,332.74,1264.4,False,None
P000748,E0063,2025-08-31,75.36,0.0,1726.49,0.0,0,275,310.77,1140.72,False,None
P000749,E0063,2025-09-15,86.64,6.64,1984.92,228.17,0,275,357.28,1580.8,False,None
P000750,E0063,2025-09-30,75.58,0.0,1731.48,0.0,0,275,311.67,1144.81,False,None
P000751,E0063,2025-10-15,85.24,5.24,1952.96,180.24,0,275,351.53,1506.67,False,None
P000752,E0063,2025-10-31,92.22,12.22,2112.8,420.0,0,275,380.3,1877.5,False,None
P000753,E0063,2025-11-15,77.14,0.0,1767.35,0.0,250,275,318.12,1424.23,False,None
P000754,E0063,2025-11-30,86.36,6.36,1978.39,218.39,0,275,356.11,1565.68,True,Duplicate Bonus
P000755,E0063,2025-12-15,84.47,4.47,1935.28,153.72,0,275,348.35,1465.66,False,None
P000756,E0063,2025-12-31,98.02,18.02,2245.71,619.36,0,275,404.23,2185.85,False,None
P000757,E0064,2025-07-15,75.96,0.0,3087.07,0.0,0,275,833.51,1978.56,False,None
P000758,E0064,2025-07-31,86.36,6.36,3509.69,387.74,0,275,947.62,2674.82,False,None
P000759,E0064,2025-08-15,66.99,0.0,2722.55,0.0,0,275,735.09,1712.46,False,None
P000760,E0064,2025-08-31,76.03,0.0,3089.99,0.0,0,275,834.3,1980.69,False,None
P000761,E0064,2025-09-15,82.83,2.83,3366.1,172.34,0,275,908.85,2354.59,False,None
P000762,E0064,2025-09-30,91.15,11.15,3704.14,679.42,0,275,1000.12,3108.44,False,None
P000763,E0064,2025-10-15,70.19,0.0,2852.62,0.0,0,275,770.21,1807.42,False,None
P000764,E0064,2025-10-31,86.29,18.29,3506.77,1114.88,500,275,946.83,3168.31,True,Unusual Overtime
P000765,E0064,2025-11-15,79.49,0.0,3230.64,0.0,0,275,872.27,2083.37,False,None
P000766,E0064,2025-11-30,67.83,0.0,2756.52,0.0,0,275,744.26,1737.26,False,None
P000767,E0064,2025-12-15,81.45,1.45,3310.24,88.56,0,275,893.76,2230.03,False,None
P000768,E0064,2025-12-31,93.67,13.67,3806.88,833.52,0,275,1027.86,3337.55,True,Duplicate Bonus
P000769,E0065,2025-07-15,71.04,0.0,3459.48,0.0,250,275,934.06,2500.42,False,None
P000770,E0065,2025-07-31,79.12,0.0,3853.17,0.0,0,275,1040.36,2537.81,False,None
P000771,E0065,2025-08-15,72.11,0.0,3511.61,0.0,0,275,948.13,2288.47,False,None
P000772,E0065,2025-08-31,76.25,0.0,3713.44,0.0,0,275,1002.63,2435.81,False,None
P000773,E0065,2025-09-15,91.46,11.46,4453.97,836.96,0,-275,1202.57,3813.36,True,Negative Deduction
P000774,E0065,2025-09-30,77.83,0.0,3790.21,0.0,250,275,1023.36,2741.86,False,None
P000775,E0065,2025-10-15,91.21,11.21,4442.05,819.08,0,275,1199.35,3786.77,False,None
P000776,E0065,2025-10-31,88.87,8.87,4328.09,648.13,1000,275,1168.58,4032.64,True,Duplicate Bonus
P000777,E0065,2025-11-15,77.1,0.0,3754.68,0.0,0,275,1013.76,2465.91,False,None
P000778,E0065,2025-11-30,75.98,0.0,3700.19,0.0,0,275,999.05,2426.14,False,None
P000779,E0065,2025-12-15,72.83,0.0,3546.92,0.0,0,275,957.67,2314.25,False,None
P000780,E0065,2025-12-31,72.55,0.0,3533.33,0.0,0,275,954.0,2304.33,False,None
P000781,E0066,2025-07-15,52.83,0.0,3539.32,0.0,0,75,778.65,2685.67,False,None
P000782,E0066,2025-07-31,49.84,0.0,3339.4,0.0,0,75,734.67,2529.73,False,None
P000783,E0066,2025-08-15,45.01,0.0,3015.75,0.0,0,75,663.46,2277.28,False,None
P000784,E0066,2025-08-31,37.61,0.0,2519.86,0.0,0,75,554.37,1890.49,False,None
P000785,E0066,2025-09-15,50.85,0.0,3406.91,0.0,0,75,749.52,2582.39,False,None
P000786,E0066,2025-09-30,46.24,0.0,3098.32,0.0,0,75,681.63,2341.69,False,None
P000787,E0066,2025-10-15,48.44,0.0,3245.32,0.0,0,75,713.97,2456.35,False,None
P000788,E0066,2025-10-31,52.44,0.0,3513.3,0.0,0,75,772.93,2665.37,False,None
P000789,E0066,2025-11-15,29.99,0.0,2009.03,0.0,0,75,441.99,1492.05,False,None
P000790,E0066,2025-11-30,37.73,0.0,2528.16,0.0,0,75,556.2,1896.97,False,None
P000791,E0066,2025-12-15,68.37,0.0,4580.89,0.0,500,-75,1007.8,3998.1,True,Negative Deduction
P000792,E0066,2025-12-31,45.95,0.0,3078.46,0.0,500,75,677.26,2826.2,False,None
P000793,E0067,2025-07-15,59.86,0.0,2245.97,0.0,250,150,404.27,1941.69,False,None
P000794,E0067,2025-07-31,68.4,0.0,2566.39,0.0,0,150,461.95,1954.44,False,None
P000795,E0067,2025-08-15,99.88,19.88,3747.34,1118.61,0,150,674.52,4041.42,False,None
P000796,E0067,2025-08-31,74.38,21.0,2790.59,1181.88,500,150,502.31,2638.28,True,Unusual Overtime
P000797,E0067,2025-09-15,89.27,9.27,3349.49,521.84,0,150,602.91,3118.42,False,None
P000798,E0067,2025-09-30,80.97,16.97,3037.95,955.01,0,150,546.83,2395.66,True,Unusual Overtime
P000799,E0067,2025-10-15,76.12,0.0,2856.03,0.0,0,150,514.09,2191.95,False,None
P000800,E0067,2025-10-31,86.2,6.2,3234.36,349.14,0,150,582.18,2851.31,False,None
P000801,E0067,2025-11-15,60.93,0.0,2285.91,0.0,0,150,411.46,1724.45,False,None
P000802,E0067,2025-11-30,68.47,0.0,2569.03,0.0,0,150,462.43,1956.6,False,None
P000803,E0067,2025-12-15,76.06,0.0,2853.82,0.0,0,150,513.69,2190.13,False,None
P000804,E0067,2025-12-31,69.26,0.0,2598.51,0.0,0,150,467.73,1980.78,False,None
P000805,E0068,2025-07-15,45.35,0.0,1407.33,0.0,0,-275,253.32,879.01,True,Negative Deduction
P000806,E0068,2025-07-31,56.83,0.0,1763.43,0.0,0,275,317.42,1171.01,False,None
P000807,E0068,2025-08-15,51.06,0.0,1584.3,0.0,0,275,285.17,1024.13,False,None
P000808,E0068,2025-08-31,60.64,0.0,1881.81,0.0,0,275,338.73,1268.09,False,None
P000809,E0068,2025-09-15,51.56,0.0,1600.0,0.0,0,275,288.0,1037.0,False,None
P000810,E0068,2025-09-30,57.94,0.0,1797.87,0.0,0,275,323.62,1199.25,False,None
P000811,E0068,2025-10-15,49.49,0.0,1535.6,0.0,0,275,276.41,984.19,False,None
P000812,E0068,2025-10-31,45.28,0.0,1404.97,0.0,0,275,252.89,877.08,False,None
P000813,E0068,2025-11-15,61.84,0.0,1919.04,0.0,500,275,345.43,1798.61,False,None
P000814,E0068,2025-11-30,44.33,0.0,1375.41,0.0,0,275,247.57,852.84,False,None
P000815,E0068,2025-12-15,52.75,0.0,1636.86,0.0,0,275,294.63,1067.22,False,None
P000816,E0068,2025-12-31,56.15,0.0,1742.37,0.0,250,275,313.63,1403.74,False,None
P000817,E0069,2025-07-15,86.73,6.73,3926.35,457.13,250,275,706.74,3651.74,False,None
P000818,E0069,2025-07-31,70.68,0.0,3199.52,0.0,0,275,575.91,2348.61,False,None
P000819,E0069,2025-08-15,88.42,8.42,4002.57,571.46,250,275,720.46,3828.57,False,None
P000820,E0069,2025-08-31,72.17,0.0,3267.06,0.0,0,275,588.07,2403.99,False,None
P000821,E0069,2025-09-15,86.49,6.49,3915.2,440.41,0,275,704.74,3375.87,False,None
P000822,E0069,2025-09-30,84.28,4.28,3815.42,290.73,0,275,686.78,3144.37,False,None
P000823,E0069,2025-10-15,86.55,6.55,3918.08,444.71,500,275,705.25,3882.53,False,None
P000824,E0069,2025-10-31,70.36,0.0,3185.2,0.0,0,275,573.34,2336.86,False,None
P000825,E0069,2025-11-15,84.7,4.7,3834.52,319.39,0,275,690.21,3188.7,False,None
P000826,E0069,2025-11-30,88.68,8.68,4014.76,589.74,0,275,722.66,3606.84,False,None
P000827,E0069,2025-12-15,81.55,22.55,3691.64,1531.07,0,275,664.5,2857.21,True,Unusual Overtime
P000828,E0069,2025-12-31,73.45,0.0,3325.13,0.0,0,275,598.52,2451.61,False,None
P000829,E0070,2025-07-15,57.36,0.0,3212.05,0.0,0,275,578.17,2358.88,False,None
P000830,E0070,2025-07-31,50.91,0.0,2851.04,0.0,0,275,513.19,2062.85,False,None
P000831,E0070,2025-08-15,36.6,0.0,2049.85,0.0,0,275,368.97,1405.88,False,None
P000832,E0070,2025-08-31,42.83,0.0,2398.51,0.0,0,275,431.73,1691.78,False,None
P000833,E0070,2025-09-15,45.79,0.0,2564.22,0.0,0,-275,461.56,1827.66,True,Negative Deduction
P000834,E0070,2025-09-30,62.05,0.0,3474.61,0.0,0,275,625.43,2574.18,True,Duplicate Bonus
P000835,E0070,2025-10-15,60.64,0.0,3395.92,0.0,500,275,611.27,2759.66,True,Duplicate Bonus
P000836,E0070,2025-10-31,60.62,0.0,3394.48,0.0,0,275,611.01,2508.48,True,Duplicate Bonus
P000837,E0070,2025-11-15,51.86,0.0,2904.1,0.0,0,275,522.74,2106.36,False,None
P000838,E0070,2025-11-30,57.31,0.0,3209.29,0.0,0,275,577.67,2356.62,False,None
P000839,E0070,2025-12-15,40.87,0.0,2288.93,0.0,0,275,412.01,1601.92,False,None
P000840,E0070,2025-12-31,50.05,0.0,2803.05,0.0,250,275,504.55,2273.5,False,None
P000841,E0071,2025-07-15,83.61,3.61,2351.2,152.4,0,75,423.22,2005.38,False,None
P000842,E0071,2025-07-31,71.4,0.0,2007.79,0.0,0,75,361.4,1571.39,False,None
P000843,E0071,2025-08-15,81.68,1.68,2296.82,70.83,0,75,413.43,1879.23,True,Duplicate Bonus
P000844,E0071,2025-08-31,93.49,13.49,2629.03,569.14,0,75,473.22,2649.94,False,None
P000845,E0071,2025-09-15,84.47,4.47,2375.3,188.55,0,75,427.55,2061.3,False,None
P000846,E0071,2025-09-30,87.34,7.34,2456.01,309.62,0,75,442.08,2248.55,False,None
P000847,E0071,2025-10-15,60.38,0.0,1697.91,0.0,0,75,305.62,1317.28,False,None
P000848,E0071,2025-10-31,92.46,12.46,2600.08,525.72,0,75,468.01,2582.79,False,None
P000849,E0071,2025-11-15,78.51,0.0,2207.73,0.0,0,75,397.39,1735.34,False,None
P000850,E0071,2025-11-30,73.85,0.0,2076.68,0.0,0,75,373.8,1627.87,False,None
P000851,E0071,2025-12-15,78.6,0.0,2210.31,0.0,0,75,397.86,1737.46,False,None
P000852,E0071,2025-12-31,68.12,24.0,1915.53,1012.32,0,75,344.8,1495.73,True,Unusual Overtime
P000853,E0072,2025-07-15,88.38,8.38,2480.04,352.86,0,275,446.41,2111.5,False,None
P000854,E0072,2025-07-31,77.32,0.0,2169.51,0.0,500,275,390.51,2004.0,False,None
P000855,E0072,2025-08-15,74.09,0.0,2078.99,0.0,0,275,374.22,1429.77,False,None
P000856,E0072,2025-08-31,78.66,0.0,2207.07,0.0,0,275,397.27,1534.8,False,None
P000857,E0072,2025-09-15,88.94,8.94,2495.77,376.46,0,-275,449.24,2147.99,True,Negative Deduction
P000858,E0072,2025-09-30,81.05,1.05,2274.31,44.26,0,275,409.38,1634.2,False,None
P000859,E0072,2025-10-15,68.72,0.0,1928.35,0.0,0,275,347.1,1306.25,False,None
P000860,E0072,2025-10-31,83.72,3.72,2349.18,156.57,0,275,422.85,1807.9,False,None
P000861,E0072,2025-11-15,72.57,0.0,2036.26,0.0,0,275,366.53,1394.74,False,None
P000862,E0072,2025-11-30,62.75,0.0,1760.8,0.0,0,275,316.94,1168.85,False,None
P000863,E0072,2025-12-15,91.97,11.97,2580.62,503.74,0,275,464.51,2344.85,False,None
P000864,E0072,2025-12-31,83.66,3.66,2347.44,153.96,0,275,422.54,1803.86,True,Duplicate Bonus
P000865,E0073,2025-07-15,79.37,0.0,5054.53,0.0,0,275,1364.72,3414.8,False,None
P000866,E0073,2025-07-31,77.24,0.0,4918.33,0.0,0,275,1327.95,3315.38,False,None
P000867,E0073,2025-08-15,91.18,11.18,5806.13,1067.59,0,275,1567.65,5031.07,False,None
P000868,E0073,2025-08-31,104.7,24.7,6667.12,2359.08,250,275,1800.12,7201.08,False,None
P000869,E0073,2025-09-15,83.59,3.59,5323.03,342.94,0,275,1437.22,3953.75,False,None
P000870,E0073,2025-09-30,71.76,0.0,4569.86,0.0,0,275,1233.86,3061.0,False,None
P000871,E0073,2025-10-15,78.76,0.0,5015.71,0.0,250,275,1354.24,3636.47,False,None
P000872,E0073,2025-10-31,83.44,3.44,5313.75,329.03,0,275,1434.71,3933.06,False,None
P000873,E0073,2025-11-15,61.2,0.0,3897.46,0.0,0,275,1052.31,2570.14,False,None
P000874,E0073,2025-11-30,82.68,2.68,5264.81,255.61,0,275,1421.5,3823.92,False,None
P000875,E0073,2025-12-15,83.49,3.49,5316.73,333.5,0,275,1435.52,3939.71,False,None
P000876,E0073,2025-12-31,90.61,10.61,5770.09,1013.54,0,275,1557.92,4950.7,False,None
P000877,E0074,2025-07-15,89.78,9.78,4363.16,712.74,0,0,959.9,4116.01,False,None
P000878,E0074,2025-07-31,80.89,0.89,3931.22,64.84,0,0,864.87,3131.19,False,None
P000879,E0074,2025-08-15,92.12,12.12,4476.89,883.34,0,0,984.92,4375.31,False,None
P000880,E0074,2025-08-31,96.29,16.29,4679.47,1187.21,0,0,1029.48,4837.2,False,None
P000881,E0074,2025-09-15,80.22,0.22,3898.87,16.3,0,0,857.75,3057.42,False,None
P000882,E0074,2025-09-30,83.35,3.35,4050.59,243.89,0,0,891.13,3403.35,False,None
P000883,E0074,2025-10-15,65.86,0.0,3200.87,0.0,0,0,704.19,2496.68,False,None
P000884,E0074,2025-10-31,68.39,0.0,3323.86,0.0,0,0,731.25,2592.61,False,None
P000885,E0074,2025-11-15,73.29,0.0,3562.11,0.0,0,0,783.66,2778.45,False,None
P000886,E0074,2025-11-30,76.45,0.0,3715.52,0.0,0,0,817.41,2898.11,False,None
P000887,E0074,2025-12-15,71.23,0.0,3461.83,0.0,0,0,761.6,2700.23,False,None
P000888,E0074,2025-12-31,79.71,0.0,3874.0,0.0,0,0,852.28,3021.72,False,None
P000889,E0075,2025-07-15,76.69,0.0,1904.99,0.0,0,150,419.1,1335.89,False,None
P000890,E0075,2025-07-31,88.57,8.57,2200.01,319.21,0,150,484.0,1885.22,False,None
P000891,E0075,2025-08-15,76.2,0.0,1892.85,0.0,0,150,416.43,1326.43,False,None
P000892,E0075,2025-08-31,61.71,0.0,1532.78,0.0,0,150,337.21,1045.57,False,None
P000893,E0075,2025-09-15,81.01,1.01,2012.19,37.48,0,150,442.68,1456.99,True,Duplicate Bonus
P000894,E0075,2025-09-30,79.89,0.0,1984.38,0.0,0,-150,436.56,1397.82,True,Negative Deduction
P000895,E0075,2025-10-15,73.1,17.0,1815.89,633.42,250,150,399.5,1516.4,True,Unusual Overtime
P000896,E0075,2025-10-31,80.76,0.76,2006.08,28.32,0,150,441.34,1443.06,False,None
P000897,E0075,2025-11-15,71.4,0.0,1773.52,0.0,0,150,390.18,1233.35,False,None
P000898,E0075,2025-11-30,82.64,2.64,2052.75,98.32,0,150,451.6,1549.46,False,None
P000899,E0075,2025-12-15,101.06,21.06,2510.41,784.82,0,150,552.29,2592.95,False,None
P000900,E0075,2025-12-31,65.56,0.0,1628.39,0.0,0,150,358.25,1120.14,False,None
P000901,E0076,2025-07-15,45.87,0.0,3119.16,0.0,0,0,561.45,2557.71,False,None
P000902,E0076,2025-07-31,44.59,0.0,3031.98,0.0,0,0,545.76,2486.22,False,None
P000903,E0076,2025-08-15,46.53,0.0,3164.31,0.0,0,0,569.58,2594.73,False,None
P000904,E0076,2025-08-31,58.16,0.0,3954.84,0.0,0,0,711.87,3242.97,False,None
P000905,E0076,2025-09-15,54.34,0.0,3695.3,0.0,0,0,665.15,3030.14,False,None
P000906,E0076,2025-09-30,56.79,0.0,3861.73,0.0,250,0,695.11,3416.62,False,None
P000907,E0076,2025-10-15,50.24,0.0,3416.59,0.0,0,0,614.99,2801.6,False,None
P000908,E0076,2025-10-31,39.42,0.0,2680.78,0.0,0,0,482.54,2198.24,False,None
P000909,E0076,2025-11-15,41.08,0.0,2793.61,0.0,500,0,502.85,2790.76,False,None
P000910,E0076,2025-11-30,55.97,0.0,3805.97,0.0,0,0,685.07,3120.89,False,None
P000911,E0076,2025-12-15,51.37,0.0,3492.93,0.0,0,0,628.73,2864.2,False,None
P000912,E0076,2025-12-31,60.08,0.0,4085.55,0.0,0,0,735.4,3350.15,False,None
P000913,E0077,2025-07-15,82.35,2.35,4743.14,202.7,0,75,853.76,4017.07,False,None
P000914,E0077,2025-07-31,70.54,0.0,4062.87,0.0,0,75,731.32,3256.55,False,None
P000915,E0077,2025-08-15,75.82,0.0,4367.51,0.0,0,75,786.15,3506.36,False,None
P000916,E0077,2025-08-31,84.52,4.52,4868.27,390.4,0,75,876.29,4307.38,False,None
P000917,E0077,2025-09-15,85.68,5.68,4935.32,490.98,0,75,888.36,4462.95,False,None
P000918,E0077,2025-09-30,86.84,6.84,5002.03,591.05,0,75,900.37,4617.72,False,None
P000919,E0077,2025-10-15,71.61,0.0,4124.84,0.0,0,75,742.47,3307.37,False,None
P000920,E0077,2025-10-31,70.39,0.0,4054.57,0.0,0,75,729.82,3249.74,False,None
P000921,E0077,2025-11-15,78.48,0.0,4520.54,0.0,0,75,813.7,3631.84,False,None
P000922,E0077,2025-11-30,91.52,11.52,5271.59,995.38,0,75,948.89,5243.08,False,None
P000923,E0077,2025-12-15,74.45,0.0,4288.27,0.0,0,75,771.89,3441.38,False,None
P000924,E0077,2025-12-31,83.64,3.64,4817.65,314.48,0,75,867.18,4189.95,False,None
P000925,E0078,2025-07-15,53.64,0.0,5685.89,0.0,1000,75,1023.46,5587.43,False,None
P000926,E0078,2025-07-31,56.09,0.0,5945.14,0.0,250,75,1070.12,5050.01,False,None
P000927,E0078,2025-08-15,63.32,0.0,6711.45,0.0,0,75,1208.06,5428.39,False,None
P000928,E0078,2025-08-31,62.5,0.0,6624.5,0.0,500,75,1192.41,5857.09,False,None
P000929,E0078,2025-09-15,45.24,0.0,4795.77,0.0,250,75,863.24,4107.53,False,None
P000930,E0078,2025-09-30,33.22,0.0,3520.98,0.0,250,75,633.78,3062.21,False,None
P000931,E0078,2025-10-15,44.57,0.0,4724.61,0.0,0,75,850.43,3799.18,False,None
P000932,E0078,2025-10-31,50.61,0.0,5364.17,0.0,0,75,965.55,4323.62,False,None
P000933,E0078,2025-11-15,47.11,19.0,4993.32,3021.0,0,75,898.8,4019.53,True,Unusual Overtime
P000934,E0078,2025-11-30,65.74,0.0,6968.78,0.0,0,75,1254.38,5639.4,False,None
P000935,E0078,2025-12-15,50.15,0.0,5315.93,0.0,0,75,956.87,4284.06,False,None
P000936,E0078,2025-12-31,55.23,0.0,5854.35,0.0,0,75,1053.78,4725.57,False,None
P000937,E0079,2025-07-15,81.74,1.74,1862.8,59.4,0,0,335.3,1586.9,False,None
P000938,E0079,2025-07-31,77.23,0.0,1760.0,0.0,250,0,316.8,1693.2,False,None
P000939,E0079,2025-08-15,64.6,0.0,1472.27,0.0,500,0,265.01,1707.26,False,None
P000940,E0079,2025-08-31,79.37,0.0,1808.87,0.0,0,0,325.6,1483.27,False,None
P000941,E0079,2025-09-15,106.04,26.04,2416.59,890.08,0,0,434.99,2871.68,False,None
P000942,E0079,2025-09-30,70.04,0.0,1596.31,0.0,0,0,287.34,1308.97,False,None
P000943,E0079,2025-10-15,65.48,0.0,1492.31,0.0,0,0,268.62,1223.7,False,None
P000944,E0079,2025-10-31,95.49,15.49,2176.24,529.56,500,0,391.72,2814.08,False,None
P000945,E0079,2025-11-15,85.94,5.94,1958.5,202.94,0,0,352.53,1808.91,False,None
P000946,E0079,2025-11-30,81.5,1.5,1857.37,51.26,0,0,334.33,1574.3,False,None
P000947,E0079,2025-12-15,90.9,10.9,2071.64,372.66,250,0,372.9,2321.41,False,None
P000948,E0079,2025-12-31,73.35,0.0,1671.6,0.0,500,0,300.89,1870.71,False,None
P000949,E0080,2025-07-15,79.15,0.0,3879.01,0.0,0,275,1047.33,2556.67,False,None
P000950,E0080,2025-07-31,87.64,7.64,4295.3,561.75,0,275,1159.73,3422.31,False,None
P000951,E0080,2025-08-15,96.88,16.88,4748.23,1241.14,0,275,1282.02,4432.35,False,None
P000952,E0080,2025-08-31,70.65,0.0,3462.64,0.0,0,275,934.91,2252.73,False,None
P000953,E0080,2025-09-15,90.25,10.25,4422.95,753.23,0,275,1194.2,3706.98,False,None
P000954,E0080,2025-09-30,83.05,13.05,4070.51,959.72,0,275,1099.04,2921.04,True,Unusual Overtime
P000955,E0080,2025-10-15,81.3,1.3,3984.73,95.9,0,275,1075.88,2729.75,False,None
P000956,E0080,2025-10-31,79.94,0.0,3917.77,0.0,0,275,1057.8,2584.97,False,None
P000957,E0080,2025-11-15,68.92,0.0,3377.91,0.0,0,275,912.04,2190.87,False,None
P000958,E0080,2025-11-30,87.7,7.7,4298.41,566.41,0,275,1160.57,3429.25,False,None
P000959,E0080,2025-12-15,73.74,0.0,3614.09,0.0,0,275,975.8,2363.28,False,None
P000960,E0080,2025-12-31,71.36,0.0,3497.47,0.0,0,275,944.32,2278.16,False,None
P000961,E0081,2025-07-15,87.08,7.08,2951.27,360.1,0,0,649.28,2662.09,False,None
P000962,E0081,2025-07-31,86.31,6.31,2925.15,320.93,0,0,643.53,2602.54,False,None
P000963,E0081,2025-08-15,80.63,0.63,2732.62,32.13,0,0,601.18,2163.57,False,None
P000964,E0081,2025-08-31,88.64,8.64,3003.89,439.03,250,0,660.85,3032.06,False,None
P000965,E0081,2025-09-15,91.41,11.41,3097.8,579.9,0,0,681.52,2996.18,False,None
P000966,E0081,2025-09-30,90.47,10.47,3065.89,532.03,0,0,674.49,2923.42,False,None
P000967,E0081,2025-10-15,75.77,0.0,2567.97,0.0,0,0,564.95,2003.02,False,None
P000968,E0081,2025-10-31,88.11,8.11,2986.14,412.42,0,0,656.95,2741.61,True,Negative Deduction
P000969,E0081,2025-11-15,81.69,1.69,2768.58,86.07,250,0,609.09,2495.56,False,None
P000970,E0081,2025-11-30,93.81,13.81,3179.13,701.89,0,0,699.41,3181.61,False,None
P000971,E0081,2025-12-15,79.01,0.0,2677.65,0.0,0,0,589.08,2088.57,False,None
P000972,E0081,2025-12-31,77.15,0.0,2614.55,0.0,0,0,575.2,2039.35,False,None
P000973,E0082,2025-07-15,75.09,0.0,3490.92,0.0,0,150,628.36,2712.55,False,None
P000974,E0082,2025-07-31,81.51,1.51,3789.6,105.6,0,150,682.13,3063.07,False,None
P000975,E0082,2025-08-15,83.73,3.73,3892.78,260.38,0,150,700.7,3302.46,False,None
P000976,E0082,2025-08-31,83.89,3.89,3899.94,271.11,0,150,701.99,3319.06,False,None
P000977,E0082,2025-09-15,82.79,2.79,3849.06,194.8,0,150,692.83,3201.03,True,Duplicate Bonus
P000978,E0082,2025-09-30,85.37,30.37,3968.77,2117.73,0,150,714.38,3478.75,True,Unusual Overtime
P000979,E0082,2025-10-15,78.22,0.0,3636.43,0.0,0,150,654.56,2831.87,False,None
P000980,E0082,2025-10-31,73.02,0.0,3394.69,0.0,0,150,611.04,2633.65,False,None
P000981,E0082,2025-11-15,72.32,0.0,3362.22,0.0,0,150,605.2,2607.02,False,None
P000982,E0082,2025-11-30,87.8,7.8,4081.84,543.96,0,150,734.73,3741.07,False,None
P000983,E0082,2025-12-15,83.76,3.76,3894.12,262.38,0,150,700.94,3305.56,False,None
P000984,E0082,2025-12-31,65.15,0.0,3028.98,0.0,0,150,545.22,2333.76,False,None
P000985,E0083,2025-07-15,88.77,8.77,2424.42,359.43,0,150,654.59,1979.25,False,None
P000986,E0083,2025-07-31,95.04,15.04,2595.64,616.26,0,150,700.82,2361.07,False,None
P000987,E0083,2025-08-15,74.27,0.0,2028.39,0.0,0,150,547.66,1330.72,False,None
P000988,E0083,2025-08-31,82.69,2.69,2258.24,110.17,0,150,609.73,1608.68,False,None
P000989,E0083,2025-09-15,76.21,0.0,2081.36,0.0,0,150,561.97,1369.39,False,None
P000990,E0083,2025-09-30,85.03,5.03,2322.07,205.91,0,150,626.96,1751.02,False,None
P000991,E0083,2025-10-15,70.67,0.0,1930.05,0.0,0,150,521.11,1258.94,False,None
P000992,E0083,2025-10-31,79.43,0.0,2169.19,0.0,1000,150,585.68,2433.51,False,None
P000993,E0083,2025-11-15,87.85,7.85,2399.2,321.6,1000,150,647.78,2923.01,False,None
P000994,E0083,2025-11-30,89.89,9.89,2454.78,404.97,0,150,662.79,2046.96,False,None
P000995,E0083,2025-12-15,83.41,3.41,2277.98,139.77,0,150,615.05,1652.7,False,None
P000996,E0083,2025-12-31,77.29,0.0,2110.73,0.0,0,150,569.9,1390.83,False,None
P000997,E0084,2025-07-15,67.26,13.0,2920.39,846.69,0,75,642.49,2202.91,True,Unusual Overtime
P000998,E0084,2025-07-31,73.94,0.0,3210.46,0.0,0,75,706.3,2429.16,False,None
P000999,E0084,2025-08-15,76.25,0.0,3310.59,0.0,0,75,728.33,2507.26,False,None
P001000,E0084,2025-08-31,74.42,0.0,3231.24,0.0,0,75,710.87,2445.36,False,None
P001001,E0084,2025-09-15,80.48,0.48,3494.29,31.03,0,75,768.74,2681.57,False,None
P001002,E0084,2025-09-30,77.26,0.0,3354.84,0.0,0,75,738.07,2541.78,False,None
P001003,E0084,2025-10-15,81.38,1.38,3533.39,89.68,0,75,777.35,2770.72,False,None
P001004,E0084,2025-10-31,89.62,9.62,3891.34,626.62,0,75,856.1,3586.87,False,None
P001005,E0084,2025-11-15,76.75,0.0,3332.41,0.0,250,75,733.13,2774.28,False,None
P001006,E0084,2025-11-30,68.94,0.0,2993.25,0.0,250,75,658.51,2509.73,False,None
P001007,E0084,2025-12-15,74.39,0.0,3229.85,0.0,0,-75,710.57,2444.29,True,Negative Deduction
