payroll_id,employee_id,pay_period_end,hours_worked,overtime_hours,gross_pay,overtime_pay,bonus,benefits_deduction,taxes,net_pay,anomaly_flag,anomaly_type,timesheet_status,approval_status,previous_net_pay,net_pay_change,risk_score,risk_level,issue_summary
P000700,E0059,2025-08-31,48.65,0.0,4670.28,0.0,0,75,840.65,3754.63,False,None,Submitted,Not Required,4400.76,-646.1300000000001,2,Medium,Large change in net pay
P000701,E0059,2025-09-15,43.73,0.0,4197.86,0.0,0,75,755.61,3367.25,False,None,Submitted,Not Required,3754.63,-387.3800000000001,0,Low,Normal
P000702,E0059,2025-09-30,54.87,0.0,5267.43,0.0,1000,75,948.14,5244.3,False,None,Submitted,Not Required,3367.25,1877.0500000000002,2,Medium,Large change in net pay
P000703,E0059,2025-10-15,40.86,0.0,3922.84,0.0,0,75,706.11,3141.73,False,None,Submitted,Not Required,5244.3,-2102.57,2,Medium,Large change in net pay
P000704,E0059,2025-10-31,66.12,0.0,6347.43,0.0,0,75,1142.54,5129.89,False,None,Submitted,Not Required,3141.73,1988.1600000000003,2,Medium,Large change in net pay
P000705,E0059,2025-11-15,62.66,0.0,6015.36,0.0,0,75,1082.76,4857.59,False,None,Submitted,Not Required,5129.89,-272.3000000000002,0,Low,Normal
P000706,E0059,2025-11-30,54.11,0.0,5194.36,0.0,0,75,934.99,4184.38,False,None,Submitted,Not Required,4857.59,-673.21,2,Medium,Large change in net pay
P000707,E0059,2025-12-15,53.43,0.0,5129.73,0.0,0,75,923.35,4131.38,True,Duplicate Bonus,Submitted,Not Required,4184.38,-53.0,3,Medium,Duplicate Bonus
P000708,E0059,2025-12-31,53.06,0.0,5093.72,0.0,0,75,916.87,4101.85,False,None,Missing,Not Required,4131.38,-29.529999999999745,2,Medium,Missing timesheet
P000709,E0060,2025-07-15,76.09,0.0,4131.54,0.0,0,75,743.68,3312.86,False,None,Missing,Not Required,,,2,Medium,Missing timesheet
P000710,E0060,2025-07-31,82.38,2.38,4473.15,193.73,0,75,805.17,3786.71,False,None,Late,Not Required,3312.86,473.8499999999999,0,Low,Normal
P000711,E0060,2025-08-15,72.61,0.0,3942.99,0.0,0,75,709.74,3158.25,False,None,Missing,Not Required,3786.71,-628.46,4,High,"Missing timesheet, Large change in net pay"
P000712,E0060,2025-08-31,84.03,4.03,4562.86,328.29,0,75,821.31,3994.83,False,None,Submitted,Not Required,3158.25,836.5799999999999,2,Medium,Large change in net pay
P000713,E0060,2025-09-15,86.94,6.94,4720.99,565.49,0,-75,849.78,4361.7,True,Negative Deduction,Submitted,Approved,3994.83,366.8699999999999,3,Medium,Negative Deduction
P000714,E0060,2025-09-30,76.98,0.0,4179.76,0.0,0,75,752.36,3352.4,False,None,Submitted,Not Required,4361.7,-1009.2999999999997,2,Medium,Large change in net pay
P000715,E0060,2025-10-15,75.24,0.0,4085.49,0.0,250,75,735.39,3525.1,False,None,Missing,Not Required,3352.4,172.69999999999982,2,Medium,Missing timesheet
P000716,E0060,2025-10-31,70.3,0.0,3817.3,0.0,0,75,687.11,3055.19,False,None,Submitted,Not Required,3525.1,-469.90999999999985,0,Low,Normal
P000717,E0060,2025-11-15,91.66,11.66,4977.34,950.0,0,75,895.92,4956.42,False,None,Submitted,Approved,3055.19,1901.23,2,Medium,Large change in net pay
P000718,E0060,2025-11-30,75.87,0.0,4120.0,0.0,0,75,741.6,3303.4,False,None,Submitted,Not Required,4956.42,-1653.02,2,Medium,Large change in net pay
P000719,E0060,2025-12-15,78.41,0.0,4257.67,0.0,0,75,766.38,3416.29,False,None,Submitted,Not Required,3303.4,112.88999999999987,0,Low,Normal
P000720,E0060,2025-12-31,82.4,2.4,4474.39,195.58,0,75,805.39,3789.58,False,None,Submitted,Not Required,3416.29,373.28999999999996,0,Low,Normal
P000721,E0061,2025-07-15,52.26,0.0,983.49,0.0,0,150,255.71,577.78,False,None,Submitted,Not Required,,,0,Low,Normal
P000722,E0061,2025-07-31,55.97,0.0,1053.4,0.0,0,150,273.88,629.52,False,None,Submitted,Not Required,577.78,51.74000000000001,0,Low,Normal
P000723,E0061,2025-08-15,46.97,0.0,883.89,0.0,0,150,229.81,504.08,False,None,Submitted,Not Required,629.52,-125.44,0,Low,Normal
P000724,E0061,2025-08-31,40.89,0.0,769.56,0.0,0,150,200.09,419.48,False,None,Submitted,Not Required,504.08,-84.59999999999997,0,Low,Normal
P000725,E0061,2025-09-15,39.49,0.0,743.21,0.0,1000,150,193.24,1399.98,False,None,Submitted,Not Required,419.48,980.5,2,Medium,Large change in net pay
P000726,E0061,2025-09-30,45.37,0.0,853.79,0.0,0,150,221.98,481.8,False,None,Late,Not Required,1399.98,-918.1800000000001,2,Medium,Large change in net pay
P000727,E0061,2025-10-15,42.39,0.0,797.69,0.0,0,150,207.4,440.29,False,None,Submitted,Not Required,481.8,-41.50999999999999,0,Low,Normal
P000728,E0061,2025-10-31,47.57,0.0,895.29,0.0,0,150,232.77,512.51,False,None,Submitted,Not Required,440.29,72.21999999999997,0,Low,Normal
P000729,E0061,2025-11-15,60.46,0.0,1137.87,0.0,0,150,295.85,692.02,False,None,Submitted,Not Required,512.51,179.51,0,Low,Normal
P000730,E0061,2025-11-30,46.98,0.0,884.2,0.0,0,150,229.89,504.31,False,None,Submitted,Not Required,692.02,-187.70999999999998,0,Low,Normal
P000731,E0061,2025-12-15,46.98,0.0,884.14,0.0,0,150,229.88,504.26,False,None,Submitted,Not Required,504.31,-0.05000000000001137,0,Low,Normal
P000732,E0061,2025-12-31,49.87,0.0,938.53,0.0,0,150,244.02,544.51,False,None,Submitted,Not Required,504.26,40.25,0,Low,Normal
P000733,E0062,2025-07-15,76.76,0.0,4989.08,0.0,0,0,898.03,4091.04,False,None,Submitted,Not Required,,,0,Low,Normal
P000734,E0062,2025-07-31,79.46,0.0,5164.96,0.0,0,0,929.69,4235.26,False,None,Submitted,Not Required,4091.04,144.22000000000025,0,Low,Normal
P000735,E0062,2025-08-15,84.33,4.33,5481.25,421.88,0,0,986.63,4916.5,False,None,Submitted,Not Required,4235.26,681.2399999999998,2,Medium,Large change in net pay
P000736,E0062,2025-08-31,87.08,21.08,5660.07,2055.11,0,0,1018.81,5331.36,True,Unusual Overtime,Submitted,Approved,4916.5,414.8599999999997,3,Medium,Unusual Overtime
P000737,E0062,2025-09-15,88.03,8.03,5721.67,782.51,0,0,1029.9,5474.28,False,None,Submitted,Pending,5331.36,142.92000000000007,2,Medium,Pending manager approval
P000738,E0062,2025-09-30,96.45,16.45,6269.56,1604.34,0,0,1128.52,6745.39,False,None,Submitted,Rejected,5474.28,1271.1100000000006,2,Medium,Large change in net pay
P000739,E0062,2025-10-15,84.55,4.55,5496.07,444.1,0,0,989.29,4950.88,False,None,Submitted,Not Required,6745.39,-1794.5100000000002,2,Medium,Large change in net pay
P000740,E0062,2025-10-31,97.88,17.88,6361.93,1742.89,0,0,1145.15,6959.68,False,None,Missing,Approved,4950.88,2008.8000000000002,4,High,"Missing timesheet, Large change in net pay"
P000741,E0062,2025-11-15,73.79,0.0,4796.23,0.0,0,0,863.32,3932.91,False,None,Submitted,Not Required,6959.68,-3026.7700000000004,2,Medium,Large change in net pay
P000742,E0062,2025-11-30,96.73,16.73,6287.47,1631.2,0,0,1131.74,6786.93,False,None,Submitted,Approved,3932.91,2854.0200000000004,2,Medium,Large change in net pay
P000743,E0062,2025-12-15,76.96,0.0,5002.2,0.0,0,0,900.4,4101.81,False,None,Submitted,Not Required,6786.93,-2685.12,2,Medium,Large change in net pay
P000744,E0062,2025-12-31,77.74,0.0,5053.35,0.0,250,0,909.6,4393.75,False,None,Submitted,Not Required,4101.81,291.9399999999996,0,Low,Normal
P000745,E0063,2025-07-15,79.04,0.0,1810.83,0.0,0,275,325.95,1209.88,False,None,Submitted,Not Required,,,0,Low,Normal
P000746,E0063,2025-07-31,78.25,0.0,1792.73,0.0,0,275,322.69,1195.04,False,None,Submitted,Not Required,1209.88,-14.840000000000146,0,Low,Normal
P000747,E0063,2025-08-15,80.69,0.69,1848.53,23.6,0,275,332.74,1264.4,False,None,Submitted,Not Required,1195.04,69.36000000000013,0,Low,Normal
P000748,E0063,2025-08-31,75.36,0.0,1726.49,0.0,0,275,310.77,1140.72,False,None,Submitted,Not Required,1264.4,-123.68000000000006,0,Low,Normal
P000749,E0063,2025-09-15,86.64,6.64,1984.92,228.17,0,275,357.28,1580.8,False,None,Submitted,Rejected,1140.72,440.0799999999999,0,Low,Normal
P000750,E0063,2025-09-30,75.58,0.0,1731.48,0.0,0,275,311.67,1144.81,False,None,Submitted,Not Required,1580.8,-435.99,0,Low,Normal
P000751,E0063,2025-10-15,85.24,5.24,1952.96,180.24,0,275,351.53,1506.67,False,None,Submitted,Approved,1144.81,361.8600000000001,0,Low,Normal
P000752,E0063,2025-10-31,92.22,12.22,2112.8,420.0,0,275,380.3,1877.5,False,None,Submitted,Approved,1506.67,370.8299999999999,0,Low,Normal
P000753,E0063,2025-11-15,77.14,0.0,1767.35,0.0,250,275,318.12,1424.23,False,None,Late,Not Required,1877.5,-453.27,0,Low,Normal
P000754,E0063,2025-11-30,86.36,6.36,1978.39,218.39,0,275,356.11,1565.68,True,Duplicate Bonus,Submitted,Pending,1424.23,141.45000000000005,5,High,"Duplicate Bonus, Pending manager approval"
P000755,E0063,2025-12-15,84.47,4.47,1935.28,153.72,0,275,348.35,1465.66,False,None,Submitted,Not Required,1565.68,-100.01999999999998,0,Low,Normal
P000756,E0063,2025-12-31,98.02,18.02,2245.71,619.36,0,275,404.23,2185.85,False,None,Submitted,Approved,1465.66,720.1899999999998,2,Medium,Large change in net pay
P000757,E0064,2025-07-15,75.96,0.0,3087.07,0.0,0,275,833.51,1978.56,False,None,Submitted,Not Required,,,0,Low,Normal
P000758,E0064,2025-07-31,86.36,6.36,3509.69,387.74,0,275,947.62,2674.82,False,None,Submitted,Approved,1978.56,696.2600000000002,2,Medium,Large change in net pay
P000759,E0064,2025-08-15,66.99,0.0,2722.55,0.0,0,275,735.09,1712.46,False,None,Submitted,Not Required,2674.82,-962.3600000000001,2,Medium,Large change in net pay
P000760,E0064,2025-08-31,76.03,0.0,3089.99,0.0,0,275,834.3,1980.69,False,None,Submitted,Not Required,1712.46,268.23,0,Low,Normal
P000761,E0064,2025-09-15,82.83,2.83,3366.1,172.34,0,275,908.85,2354.59,False,None,Submitted,Not Required,1980.69,373.9000000000001,0,Low,Normal
P000762,E0064,2025-09-30,91.15,11.15,3704.14,679.42,0,275,1000.12,3108.44,False,None,Missing,Approved,2354.59,753.8499999999999,4,High,"Missing timesheet, Large change in net pay"
P000763,E0064,2025-10-15,70.19,0.0,2852.62,0.0,0,275,770.21,1807.42,False,None,Submitted,Not Required,3108.44,-1301.02,2,Medium,Large change in net pay
P000764,E0064,2025-10-31,86.29,18.29,3506.77,1114.88,500,275,946.83,3168.31,True,Unusual Overtime,Submitted,Approved,1807.42,1360.8899999999999,5,High,"Unusual Overtime, Large change in net pay"
P000765,E0064,2025-11-15,79.49,0.0,3230.64,0.0,0,275,872.27,2083.37,False,None,Missing,Not Required,3168.31,-1084.94,4,High,"Missing timesheet, Large change in net pay"
P000766,E0064,2025-11-30,67.83,0.0,2756.52,0.0,0,275,744.26,1737.26,False,None,Submitted,Not Required,2083.37,-346.1099999999999,0,Low,Normal
P000767,E0064,2025-12-15,81.45,1.45,3310.24,88.56,0,275,893.76,2230.03,False,None,Submitted,Not Required,1737.26,492.7700000000002,0,Low,Normal
P000768,E0064,2025-12-31,93.67,13.67,3806.88,833.52,0,275,1027.86,3337.55,True,Duplicate Bonus,Submitted,Approved,2230.03,1107.52,5,High,"Duplicate Bonus, Large change in net pay"
P000769,E0065,2025-07-15,71.04,0.0,3459.48,0.0,250,275,934.06,2500.42,False,None,Missing,Not Required,,,2,Medium,Missing timesheet
P000770,E0065,2025-07-31,79.12,0.0,3853.17,0.0,0,275,1040.36,2537.81,False,None,Submitted,Not Required,2500.42,37.38999999999987,0,Low,Normal
P000771,E0065,2025-08-15,72.11,0.0,3511.61,0.0,0,275,948.13,2288.47,False,None,Submitted,Not Required,2537.81,-249.34000000000015,0,Low,Normal
P000772,E0065,2025-08-31,76.25,0.0,3713.44,0.0,0,275,1002.63,2435.81,False,None,Submitted,Not Required,2288.47,147.34000000000015,0,Low,Normal
P000773,E0065,2025-09-15,91.46,11.46,4453.97,836.96,0,-275,1202.57,3813.36,True,Negative Deduction,Submitted,Approved,2435.81,1377.5500000000002,5,High,"Negative Deduction, Large change in net pay"
P000774,E0065,2025-09-30,77.83,0.0,3790.21,0.0,250,275,1023.36,2741.86,False,None,Submitted,Not Required,3813.36,-1071.5,2,Medium,Large change in net pay
P000775,E0065,2025-10-15,91.21,11.21,4442.05,819.08,0,275,1199.35,3786.77,False,None,Submitted,Approved,2741.86,1044.9099999999999,2,Medium,Large change in net pay
P000776,E0065,2025-10-31,88.87,8.87,4328.09,648.13,1000,275,1168.58,4032.64,True,Duplicate Bonus,Submitted,Approved,3786.77,245.8699999999999,3,Medium,Duplicate Bonus
P000777,E0065,2025-11-15,77.1,0.0,3754.68,0.0,0,275,1013.76,2465.91,False,None,Submitted,Not Required,4032.64,-1566.73,2,Medium,Large change in net pay
P000778,E0065,2025-11-30,75.98,0.0,3700.19,0.0,0,275,999.05,2426.14,False,None,Submitted,Not Required,2465.91,-39.76999999999998,0,Low,Normal
P000779,E0065,2025-12-15,72.83,0.0,3546.92,0.0,0,275,957.67,2314.25,False,None,Missing,Not Required,2426.14,-111.88999999999987,2,Medium,Missing timesheet
P000780,E0065,2025-12-31,72.55,0.0,3533.33,0.0,0,275,954.0,2304.33,False,None,Late,Not Required,2314.25,-9.920000000000073,0,Low,Normal
P000781,E0066,2025-07-15,52.83,0.0,3539.32,0.0,0,75,778.65,2685.67,False,None,Submitted,Not Required,,,0,Low,Normal
P000782,E0066,2025-07-31,49.84,0.0,3339.4,0.0,0,75,734.67,2529.73,False,None,Submitted,Not Required,2685.67,-155.94000000000005,0,Low,Normal
P000783,E0066,2025-08-15,45.01,0.0,3015.75,0.0,0,75,663.46,2277.28,False,None,Submitted,Not Required,2529.73,-252.44999999999982,0,Low,Normal
P000784,E0066,2025-08-31,37.61,0.0,2519.86,0.0,0,75,554.37,1890.49,False,None,Submitted,Not Required,2277.28,-386.7900000000002,0,Low,Normal
P000785,E0066,2025-09-15,50.85,0.0,3406.91,0.0,0,75,749.52,2582.39,False,None,Submitted,Not Required,1890.49,691.8999999999999,2,Medium,Large change in net pay
P000786,E0066,2025-09-30,46.24,0.0,3098.32,0.0,0,75,681.63,2341.69,False,None,Submitted,Not Required,2582.39,-240.69999999999982,0,Low,Normal
P000787,E0066,2025-10-15,48.44,0.0,3245.32,0.0,0,75,713.97,2456.35,False,None,Missing,Not Required,2341.69,114.65999999999985,2,Medium,Missing timesheet
P000788,E0066,2025-10-31,52.44,0.0,3513.3,0.0,0,75,772.93,2665.37,False,None,Submitted,Not Required,2456.35,209.01999999999998,0,Low,Normal
P000789,E0066,2025-11-15,29.99,0.0,2009.03,0.0,0,75,441.99,1492.05,False,None,Submitted,Not Required,2665.37,-1173.32,2,Medium,Large change in net pay
P000790,E0066,2025-11-30,37.73,0.0,2528.16,0.0,0,75,556.2,1896.97,False,None,Submitted,Not Required,1492.05,404.9200000000001,0,Low,Normal
P000791,E0066,2025-12-15,68.37,0.0,4580.89,0.0,500,-75,1007.8,3998.1,True,Negative Deduction,Submitted,Not Required,1896.97,2101.13,5,High,"Negative Deduction, Large change in net pay"
P000792,E0066,2025-12-31,45.95,0.0,3078.46,0.0,500,75,677.26,2826.2,False,None,Submitted,Not Required,3998.1,-1171.9,2,Medium,Large change in net pay
P000793,E0067,2025-07-15,59.86,0.0,2245.97,0.0,250,150,404.27,1941.69,False,None,Submitted,Not Required,,,0,Low,Normal
P000794,E0067,2025-07-31,68.4,0.0,2566.39,0.0,0,150,461.95,1954.44,False,None,Submitted,Not Required,1941.69,12.75,0,Low,Normal
P000795,E0067,2025-08-15,99.88,19.88,3747.34,1118.61,0,150,674.52,4041.42,False,None,Missing,Approved,1954.44,2086.98,4,High,"Missing timesheet, Large change in net pay"
P000796,E0067,2025-08-31,74.38,21.0,2790.59,1181.88,500,150,502.31,2638.28,True,Unusual Overtime,Submitted,Approved,4041.42,-1403.1399999999999,5,High,"Unusual Overtime, Large change in net pay"
P000797,E0067,2025-09-15,89.27,9.27,3349.49,521.84,0,150,602.91,3118.42,False,None,Late,Rejected,2638.28,480.1399999999999,0,Low,Normal
P000798,E0067,2025-09-30,80.97,16.97,3037.95,955.01,0,150,546.83,2395.66,True,Unusual Overtime,Submitted,Pending,3118.42,-722.7600000000002,7,High,"Unusual Overtime, Pending manager approval, Large change in net pay"
P000799,E0067,2025-10-15,76.12,0.0,2856.03,0.0,0,150,514.09,2191.95,False,None,Submitted,Not Required,2395.66,-203.71000000000004,0,Low,Normal
P000800,E0067,2025-10-31,86.2,6.2,3234.36,349.14,0,150,582.18,2851.31,False,None,Submitted,Approved,2191.95,659.3600000000001,2,Medium,Large change in net pay
P000801,E0067,2025-11-15,60.93,0.0,2285.91,0.0,0,150,411.46,1724.45,False,None,Submitted,Not Required,2851.31,-1126.86,2,Medium,Large change in net pay
P000802,E0067,2025-11-30,68.47,0.0,2569.03,0.0,0,150,462.43,1956.6,False,None,Submitted,Not Required,1724.45,232.14999999999986,0,Low,Normal
P000803,E0067,2025-12-15,76.06,0.0,2853.82,0.0,0,150,513.69,2190.13,False,None,Submitted,Not Required,1956.6,233.5300000000002,0,Low,Normal
P000804,E0067,2025-12-31,69.26,0.0,2598.51,0.0,0,150,467.73,1980.78,False,None,Submitted,Not Required,2190.13,-209.35000000000014,0,Low,Normal
P000805,E0068,2025-07-15,45.35,0.0,1407.33,0.0,0,-275,253.32,879.01,True,Negative Deduction,Submitted,Not Required,,,3,Medium,Negative Deduction
P000806,E0068,2025-07-31,56.83,0.0,1763.43,0.0,0,275,317.42,1171.01,False,None,Submitted,Not Required,879.01,292.0,0,Low,Normal
P000807,E0068,2025-08-15,51.06,0.0,1584.3,0.0,0,275,285.17,1024.13,False,None,Submitted,Not Required,1171.01,-146.87999999999988,0,Low,Normal
P000808,E0068,2025-08-31,60.64,0.0,1881.81,0.0,0,275,338.73,1268.09,False,None,Submitted,Not Required,1024.13,243.9599999999998,0,Low,Normal
P000809,E0068,2025-09-15,51.56,0.0,1600.0,0.0,0,275,288.0,1037.0,False,None,Submitted,Not Required,1268.09,-231.08999999999992,0,Low,Normal
P000810,E0068,2025-09-30,57.94,0.0,1797.87,0.0,0,275,323.62,1199.25,False,None,Submitted,Not Required,1037.0,162.25,0,Low,Normal
P000811,E0068,2025-10-15,49.49,0.0,1535.6,0.0,0,275,276.41,984.19,False,None,Missing,Not Required,1199.25,-215.05999999999995,2,Medium,Missing timesheet
P000812,E0068,2025-10-31,45.28,0.0,1404.97,0.0,0,275,252.89,877.08,False,None,Submitted,Not Required,984.19,-107.11000000000001,0,Low,Normal
P000813,E0068,2025-11-15,61.84,0.0,1919.04,0.0,500,275,345.43,1798.61,False,None,Submitted,Not Required,877.08,921.5299999999999,2,Medium,Large change in net pay
P000814,E0068,2025-11-30,44.33,0.0,1375.41,0.0,0,275,247.57,852.84,False,None,Submitted,Not Required,1798.61,-945.7699999999999,2,Medium,Large change in net pay
P000815,E0068,2025-12-15,52.75,0.0,1636.86,0.0,0,275,294.63,1067.22,False,None,Submitted,Not Required,852.84,214.38,0,Low,Normal
P000816,E0068,2025-12-31,56.15,0.0,1742.37,0.0,250,275,313.63,1403.74,False,None,Submitted,Not Required,1067.22,336.52,0,Low,Normal
P000817,E0069,2025-07-15,86.73,6.73,3926.35,457.13,250,275,706.74,3651.74,False,None,Missing,Approved,,,2,Medium,Missing timesheet
P000818,E0069,2025-07-31,70.68,0.0,3199.52,0.0,0,275,575.91,2348.61,False,None,Missing,Not Required,3651.74,-1303.1299999999997,4,High,"Missing timesheet, Large change in net pay"
P000819,E0069,2025-08-15,88.42,8.42,4002.57,571.46,250,275,720.46,3828.57,False,None,Submitted,Pending,2348.61,1479.96,4,High,"Pending manager approval, Large change in net pay"
P000820,E0069,2025-08-31,72.17,0.0,3267.06,0.0,0,275,588.07,2403.99,False,None,Submitted,Not Required,3828.57,-1424.5800000000004,2,Medium,Large change in net pay
P000821,E0069,2025-09-15,86.49,6.49,3915.2,440.41,0,275,704.74,3375.87,False,None,Submitted,Approved,2403.99,971.8800000000001,2,Medium,Large change in net pay
P000822,E0069,2025-09-30,84.28,4.28,3815.42,290.73,0,275,686.78,3144.37,False,None,Submitted,Not Required,3375.87,-231.5,0,Low,Normal
P000823,E0069,2025-10-15,86.55,6.55,3918.08,444.71,500,275,705.25,3882.53,False,None,Submitted,Approved,3144.37,738.1600000000003,2,Medium,Large change in net pay
P000824,E0069,2025-10-31,70.36,0.0,3185.2,0.0,0,275,573.34,2336.86,False,None,Submitted,Not Required,3882.53,-1545.67,2,Medium,Large change in net pay
P000825,E0069,2025-11-15,84.7,4.7,3834.52,319.39,0,275,690.21,3188.7,False,None,Submitted,Not Required,2336.86,851.8399999999997,2,Medium,Large change in net pay
P000826,E0069,2025-11-30,88.68,8.68,4014.76,589.74,0,275,722.66,3606.84,False,None,Submitted,Approved,3188.7,418.1400000000003,0,Low,Normal
P000827,E0069,2025-12-15,81.55,22.55,3691.64,1531.07,0,275,664.5,2857.21,True,Unusual Overtime,Submitted,Approved,3606.84,-749.6300000000001,5,High,"Unusual Overtime, Large change in net pay"
P000828,E0069,2025-12-31,73.45,0.0,3325.13,0.0,0,275,598.52,2451.61,False,None,Submitted,Not Required,2857.21,-405.5999999999999,0,Low,Normal
P000829,E0070,2025-07-15,57.36,0.0,3212.05,0.0,0,275,578.17,2358.88,False,None,Missing,Not Required,,,2,Medium,Missing timesheet
P000830,E0070,2025-07-31,50.91,0.0,2851.04,0.0,0,275,513.19,2062.85,False,None,Submitted,Not Required,2358.88,-296.0300000000002,0,Low,Normal
P000831,E0070,2025-08-15,36.6,0.0,2049.85,0.0,0,275,368.97,1405.88,False,None,Missing,Not Required,2062.85,-656.9699999999998,4,High,"Missing timesheet, Large change in net pay"
P000832,E0070,2025-08-31,42.83,0.0,2398.51,0.0,0,275,431.73,1691.78,False,None,Submitted,Not Required,1405.88,285.89999999999986,0,Low,Normal
P000833,E0070,2025-09-15,45.79,0.0,2564.22,0.0,0,-275,461.56,1827.66,True,Negative Deduction,Submitted,Not Required,1691.78,135.8800000000001,3,Medium,Negative Deduction
P000834,E0070,2025-09-30,62.05,0.0,3474.61,0.0,0,275,625.43,2574.18,True,Duplicate Bonus,Missing,Not Required,1827.66,746.5199999999998,7,High,"Duplicate Bonus, Missing timesheet, Large change in net pay"
P000835,E0070,2025-10-15,60.64,0.0,3395.92,0.0,500,275,611.27,2759.66,True,Duplicate Bonus,Submitted,Not Required,2574.18,185.48000000000002,3,Medium,Duplicate Bonus
P000836,E0070,2025-10-31,60.62,0.0,3394.48,0.0,0,275,611.01,2508.48,True,Duplicate Bonus,Submitted,Not Required,2759.66,-251.17999999999984,3,Medium,Duplicate Bonus
P000837,E0070,2025-11-15,51.86,0.0,2904.1,0.0,0,275,522.74,2106.36,False,None,Submitted,Not Required,2508.48,-402.1199999999999,0,Low,Normal
P000838,E0070,2025-11-30,57.31,0.0,3209.29,0.0,0,275,577.67,2356.62,False,None,Submitted,Not Required,2106.36,250.25999999999976,0,Low,Normal
P000839,E0070,2025-12-15,40.87,0.0,2288.93,0.0,0,275,412.01,1601.92,False,None,Submitted,Not Required,2356.62,-754.6999999999998,2,Medium,Large change in net pay
P000840,E0070,2025-12-31,50.05,0.0,2803.05,0.0,250,275,504.55,2273.5,False,None,Missing,Not Required,1601.92,671.5799999999999,4,High,"Missing timesheet, Large change in net pay"
P000841,E0071,2025-07-15,83.61,3.61,2351.2,152.4,0,75,423.22,2005.38,False,None,Missing,Not Required,,,2,Medium,Missing timesheet
P000842,E0071,2025-07-31,71.4,0.0,2007.79,0.0,0,75,361.4,1571.39,False,None,Missing,Not Required,2005.38,-433.99,2,Medium,Missing timesheet
P000843,E0071,2025-08-15,81.68,1.68,2296.82,70.83,0,75,413.43,1879.23,True,Duplicate Bonus,Submitted,Not Required,1571.39,307.8399999999999,3,Medium,Duplicate Bonus
P000844,E0071,2025-08-31,93.49,13.49,2629.03,569.14,0,75,473.22,2649.94,False,None,Submitted,Approved,1879.23,770.71,2,Medium,Large change in net pay
P000845,E0071,2025-09-15,84.47,4.47,2375.3,188.55,0,75,427.55,2061.3,False,None,Submitted,Not Required,2649.94,-588.6399999999999,2,Medium,Large change in net pay
P000846,E0071,2025-09-30,87.34,7.34,2456.01,309.62,0,75,442.08,2248.55,False,None,Missing,Approved,2061.3,187.25,2,Medium,Missing timesheet
P000847,E0071,2025-10-15,60.38,0.0,1697.91,0.0,0,75,305.62,1317.28,False,None,Submitted,Not Required,2248.55,-931.2700000000002,2,Medium,Large change in net pay
P000848,E0071,2025-10-31,92.46,12.46,2600.08,525.72,0,75,468.01,2582.79,False,None,Submitted,Approved,1317.28,1265.51,2,Medium,Large change in net pay
P000849,E0071,2025-11-15,78.51,0.0,2207.73,0.0,0,75,397.39,1735.34,False,None,Submitted,Not Required,2582.79,-847.45,2,Medium,Large change in net pay
P000850,E0071,2025-11-30,73.85,0.0,2076.68,0.0,0,75,373.8,1627.87,False,None,Submitted,Not Required,1735.34,-107.47000000000003,0,Low,Normal
P000851,E0071,2025-12-15,78.6,0.0,2210.31,0.0,0,75,397.86,1737.46,False,None,Submitted,Not Required,1627.87,109.59000000000015,0,Low,Normal
P000852,E0071,2025-12-31,68.12,24.0,1915.53,1012.32,0,75,344.8,1495.73,True,Unusual Overtime,Late,Pending,1737.46,-241.73000000000002,5,High,"Unusual Overtime, Pending manager approval"
P000853,E0072,2025-07-15,88.38,8.38,2480.04,352.86,0,275,446.41,2111.5,False,None,Late,Approved,,,0,Low,Normal
P000854,E0072,2025-07-31,77.32,0.0,2169.51,0.0,500,275,390.51,2004.0,False,None,Submitted,Not Required,2111.5,-107.5,0,Low,Normal
P000855,E0072,2025-08-15,74.09,0.0,2078.99,0.0,0,275,374.22,1429.77,False,None,Submitted,Not Required,2004.0,-574.23,2,Medium,Large change in net pay
P000856,E0072,2025-08-31,78.66,0.0,2207.07,0.0,0,275,397.27,1534.8,False,None,Late,Not Required,1429.77,105.02999999999997,0,Low,Normal
P000857,E0072,2025-09-15,88.94,8.94,2495.77,376.46,0,-275,449.24,2147.99,True,Negative Deduction,Submitted,Approved,1534.8,613.1899999999998,5,High,"Negative Deduction, Large change in net pay"
P000858,E0072,2025-09-30,81.05,1.05,2274.31,44.26,0,275,409.38,1634.2,False,None,Submitted,Not Required,2147.99,-513.7899999999997,2,Medium,Large change in net pay
P000859,E0072,2025-10-15,68.72,0.0,1928.35,0.0,0,275,347.1,1306.25,False,None,Submitted,Not Required,1634.2,-327.95000000000005,0,Low,Normal
P000860,E0072,2025-10-31,83.72,3.72,2349.18,156.57,0,275,422.85,1807.9,False,None,Submitted,Not Required,1306.25,501.6500000000001,2,Medium,Large change in net pay
P000861,E0072,2025-11-15,72.57,0.0,2036.26,0.0,0,275,366.53,1394.74,False,None,Submitted,Not Required,1807.9,-413.1600000000001,0,Low,Normal
P000862,E0072,2025-11-30,62.75,0.0,1760.8,0.0,0,275,316.94,1168.85,False,None,Submitted,Not Required,1394.74,-225.8900000000001,0,Low,Normal
P000863,E0072,2025-12-15,91.97,11.97,2580.62,503.74,0,275,464.51,2344.85,False,None,Submitted,Approved,1168.85,1176.0,2,Medium,Large change in net pay
